id;xCoord;yCoord;custType;delDate;delTime;willingToWait;deliveryWindows;priceSens
1;10;14;Student;2023-04-28;13:30:00;False;[];False
2;2;11;Stay-at-Home;2023-04-28;10:00:00;False;[];True
3;9;18;Business;2023-04-28;20:30:00;False;[];False
4;13;15;Business;2023-04-28;07:00:00;False;[];False
5;17;15;Student;2023-04-28;18:30:00;True;[[11:00:00, 22:00:00]];True
6;4;5;Senior;2023-04-28;11:00:00;False;[];True
7;18;16;Student;2023-04-28;15:30:00;True;[[11:00:00, 22:00:00]];True
8;12;2;Senior;2023-04-28;12:30:00;True;[[6:00:00, 17:00:00]];True
9;7;15;Student;2023-04-28;18:30:00;False;[];False
10;7;2;Stay-at-Home;2023-04-28;17:00:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];False
11;5;11;Stay-at-Home;2023-04-28;15:30:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];True
12;4;7;Stay-at-Home;2023-04-28;10:00:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];True
13;2;17;Stay-at-Home;2023-04-28;14:00:00;False;[];True
14;4;3;Stay-at-Home;2023-04-28;17:30:00;False;[];False
15;19;18;Stay-at-Home;2023-04-28;08:30:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];False
16;9;11;Student;2023-04-28;21:30:00;True;[[11:00:00, 22:00:00]];False
17;3;16;Stay-at-Home;2023-04-28;08:30:00;False;[];True
18;8;18;Business;2023-04-28;20:30:00;False;[];False
19;4;1;Business;2023-04-28;21:00:00;False;[];False
20;13;18;Senior;2023-04-28;11:00:00;True;[[6:00:00, 17:00:00]];True
21;19;2;Stay-at-Home;2023-04-28;15:30:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];False
22;16;4;Stay-at-Home;2023-04-28;10:00:00;False;[];True
23;11;19;Senior;2023-04-28;06:30:00;False;[];True
24;5;17;Senior;2023-04-28;09:30:00;True;[[6:00:00, 17:00:00]];True
25;17;4;Business;2023-04-28;20:30:00;False;[];False
26;7;12;Senior;2023-04-28;09:30:00;True;[[6:00:00, 17:00:00]];True
27;14;7;Business;2023-04-28;20:30:00;False;[];False
28;15;3;Student;2023-04-28;12:00:00;True;[[11:00:00, 22:00:00]];False
29;4;7;Stay-at-Home;2023-04-28;17:30:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];False
30;2;10;Business;2023-04-28;06:30:00;False;[];False
31;12;16;Business;2023-04-28;07:00:00;False;[];False
32;15;4;Senior;2023-04-28;12:00:00;True;[[6:00:00, 17:00:00]];True
33;12;17;Senior;2023-04-28;11:00:00;True;[[6:00:00, 17:00:00]];True
34;13;8;Stay-at-Home;2023-04-28;14:30:00;False;[];False
35;19;9;Student;2023-04-28;12:00:00;True;[[11:00:00, 22:00:00]];True
36;3;14;Stay-at-Home;2023-04-28;16:30:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];True
37;2;9;Business;2023-04-28;07:30:00;False;[];False
38;13;19;Senior;2023-04-28;10:30:00;False;[];True
39;4;13;Stay-at-Home;2023-04-28;09:30:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];False
40;5;17;Student;2023-04-28;17:30:00;False;[];False
41;15;1;Senior;2023-04-28;14:00:00;False;[];True
42;18;4;Business;2023-04-28;20:30:00;False;[];False
43;14;9;Stay-at-Home;2023-04-28;14:00:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];False
44;14;11;Student;2023-04-28;19:30:00;False;[];False
45;15;15;Business;2023-04-28;20:30:00;False;[];False
46;3;13;Student;2023-04-28;21:30:00;True;[[11:00:00, 22:00:00]];False
47;11;16;Business;2023-04-28;21:00:00;False;[];False
48;8;19;Business;2023-04-28;06:30:00;False;[];False
49;11;5;Stay-at-Home;2023-04-28;14:30:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];False
50;20;1;Stay-at-Home;2023-04-28;17:30:00;False;[];False
51;8;10;Business;2023-04-28;07:00:00;False;[];False
52;1;4;Stay-at-Home;2023-04-28;08:30:00;False;[];True
53;16;13;Student;2023-04-28;20:30:00;False;[];True
54;7;6;Business;2023-04-28;20:30:00;False;[];False
55;13;14;Student;2023-04-28;18:30:00;False;[];False
56;19;4;Business;2023-04-28;06:30:00;False;[];False
57;15;7;Stay-at-Home;2023-04-28;15:00:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];True
58;10;16;Senior;2023-04-28;06:00:00;False;[];True
59;7;5;Business;2023-04-28;21:00:00;False;[];False
60;9;6;Senior;2023-04-28;11:00:00;True;[[6:00:00, 17:00:00]];True
61;17;20;Stay-at-Home;2023-04-28;11:00:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];False
62;13;18;Student;2023-04-28;21:00:00;False;[];True
63;20;3;Senior;2023-04-28;14:00:00;False;[];True
64;18;20;Senior;2023-04-28;07:30:00;True;[[6:00:00, 17:00:00]];True
65;2;6;Stay-at-Home;2023-04-28;11:00:00;False;[];False
66;12;17;Stay-at-Home;2023-04-28;15:00:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];False
67;1;4;Student;2023-04-28;11:30:00;True;[[11:00:00, 22:00:00]];True
68;3;9;Senior;2023-04-28;11:30:00;True;[[6:00:00, 17:00:00]];True
69;20;1;Business;2023-04-28;07:30:00;False;[];False
70;18;7;Stay-at-Home;2023-04-28;14:30:00;False;[];True
