id;xCoord;yCoord;custType;delDate;delTime;willingToWait;deliveryWindows;priceSens
1;4;8;Business;2023-05-02;06:30:00;False;[];False
2;14;16;Senior;2023-05-02;09:30:00;False;[];True
3;18;15;Business;2023-05-02;06:00:00;False;[];False
4;18;8;Business;2023-05-02;20:00:00;False;[];False
5;5;19;Stay-at-Home;2023-05-02;17:00:00;False;[];False
6;18;13;Business;2023-05-02;07:30:00;False;[];False
7;14;13;Senior;2023-05-02;13:00:00;False;[];True
8;2;8;Stay-at-Home;2023-05-02;11:00:00;False;[];True
9;11;9;Student;2023-05-02;14:00:00;True;[[11:00:00, 22:00:00]];True
10;2;19;Senior;2023-05-02;06:30:00;True;[[6:00:00, 17:00:00]];True
11;8;17;Student;2023-05-02;11:30:00;False;[];True
12;14;7;Stay-at-Home;2023-05-02;09:30:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];True
13;1;8;Stay-at-Home;2023-05-02;08:00:00;False;[];False
14;18;18;Senior;2023-05-02;08:00:00;True;[[6:00:00, 17:00:00]];True
15;10;6;Business;2023-05-02;06:30:00;False;[];False
16;9;17;Business;2023-05-02;20:00:00;False;[];False
17;3;1;Senior;2023-05-02;11:30:00;True;[[6:00:00, 17:00:00]];True
18;12;4;Business;2023-05-02;20:30:00;False;[];False
19;10;6;Business;2023-05-02;21:00:00;False;[];False
20;19;7;Business;2023-05-02;21:00:00;False;[];False
21;5;11;Student;2023-05-02;17:30:00;True;[[11:00:00, 22:00:00]];True
22;17;15;Senior;2023-05-02;12:00:00;False;[];True
23;9;6;Student;2023-05-02;15:00:00;True;[[11:00:00, 22:00:00]];False
24;20;18;Stay-at-Home;2023-05-02;16:00:00;False;[];False
25;16;11;Business;2023-05-02;21:30:00;False;[];False
26;19;16;Senior;2023-05-02;14:00:00;True;[[6:00:00, 17:00:00]];True
27;10;13;Student;2023-05-02;18:30:00;False;[];False
28;2;2;Business;2023-05-02;06:00:00;False;[];False
29;17;12;Student;2023-05-02;16:30:00;True;[[11:00:00, 22:00:00]];False
30;20;16;Business;2023-05-02;21:30:00;False;[];False
31;20;18;Student;2023-05-02;14:00:00;False;[];True
32;11;13;Stay-at-Home;2023-05-02;08:00:00;False;[];False
33;18;14;Stay-at-Home;2023-05-02;10:00:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];True
34;13;4;Student;2023-05-02;14:00:00;True;[[11:00:00, 22:00:00]];True
35;11;8;Stay-at-Home;2023-05-02;08:30:00;False;[];False
36;4;13;Senior;2023-05-02;13:30:00;True;[[6:00:00, 17:00:00]];True
37;8;15;Stay-at-Home;2023-05-02;16:30:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];True
38;7;8;Business;2023-05-02;21:00:00;False;[];False
39;8;3;Senior;2023-05-02;06:00:00;False;[];True
40;1;3;Stay-at-Home;2023-05-02;10:00:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];False
41;18;9;Senior;2023-05-02;09:30:00;True;[[6:00:00, 17:00:00]];True
42;10;2;Student;2023-05-02;20:00:00;False;[];True
43;15;1;Stay-at-Home;2023-05-02;17:30:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];False
44;14;7;Senior;2023-05-02;10:00:00;False;[];True
45;13;16;Business;2023-05-02;20:00:00;False;[];False
46;9;2;Business;2023-05-02;21:00:00;False;[];False
47;15;8;Business;2023-05-02;21:00:00;False;[];False
48;12;14;Business;2023-05-02;20:00:00;False;[];False
49;20;1;Student;2023-05-02;18:30:00;False;[];True
50;1;8;Stay-at-Home;2023-05-02;08:00:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];True
51;20;10;Stay-at-Home;2023-05-02;16:00:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];True
52;14;15;Senior;2023-05-02;13:30:00;False;[];True
53;7;19;Senior;2023-05-02;10:30:00;True;[[6:00:00, 17:00:00]];True
54;17;7;Business;2023-05-02;21:00:00;False;[];False
55;2;19;Stay-at-Home;2023-05-02;08:00:00;False;[];False
56;9;2;Business;2023-05-02;07:00:00;False;[];False
57;5;3;Stay-at-Home;2023-05-02;09:30:00;False;[];False
58;14;15;Stay-at-Home;2023-05-02;17:00:00;False;[];True
59;10;3;Student;2023-05-02;18:30:00;False;[];True
60;7;12;Senior;2023-05-02;07:30:00;False;[];True
61;15;12;Senior;2023-05-02;08:00:00;False;[];True
62;8;18;Stay-at-Home;2023-05-02;16:00:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];True
63;14;16;Student;2023-05-02;13:00:00;True;[[11:00:00, 22:00:00]];False
64;7;11;Stay-at-Home;2023-05-02;11:00:00;False;[];False
65;12;6;Stay-at-Home;2023-05-02;15:30:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];True
66;16;8;Student;2023-05-02;15:30:00;True;[[11:00:00, 22:00:00]];True
67;1;11;Stay-at-Home;2023-05-02;16:00:00;False;[];False
68;14;4;Stay-at-Home;2023-05-02;11:30:00;False;[];True
69;12;8;Student;2023-05-02;19:00:00;True;[[11:00:00, 22:00:00]];False
70;13;5;Stay-at-Home;2023-05-02;10:00:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];True
