id;xCoord;yCoord;custType;delDate;delTime;willingToWait;deliveryWindows;priceSens
1;15;5;Stay-at-Home;2023-05-12;10:30:00;False;[];False
2;17;12;Business;2023-05-12;06:00:00;False;[];False
3;1;2;Senior;2023-05-12;12:30:00;True;[[6:00:00, 17:00:00]];True
4;12;19;Stay-at-Home;2023-05-12;14:00:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];False
5;3;20;Stay-at-Home;2023-05-12;09:30:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];True
6;3;14;Senior;2023-05-12;06:00:00;False;[];True
7;10;6;Business;2023-05-12;20:30:00;False;[];False
8;11;14;Student;2023-05-12;16:30:00;False;[];False
9;3;5;Business;2023-05-12;06:30:00;False;[];False
10;8;10;Business;2023-05-12;07:00:00;False;[];False
11;2;18;Business;2023-05-12;07:30:00;False;[];False
12;10;19;Stay-at-Home;2023-05-12;08:00:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];False
13;15;5;Business;2023-05-12;20:00:00;False;[];False
14;5;7;Student;2023-05-12;18:30:00;False;[];True
15;4;6;Senior;2023-05-12;08:30:00;False;[];True
16;3;20;Business;2023-05-12;20:00:00;False;[];False
17;17;14;Senior;2023-05-12;11:30:00;True;[[6:00:00, 17:00:00]];True
18;12;18;Student;2023-05-12;14:30:00;True;[[11:00:00, 22:00:00]];False
19;18;13;Stay-at-Home;2023-05-12;17:00:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];False
20;4;17;Business;2023-05-12;20:00:00;False;[];False
21;7;6;Business;2023-05-12;20:00:00;False;[];False
22;11;2;Student;2023-05-12;18:30:00;True;[[11:00:00, 22:00:00]];False
23;19;18;Business;2023-05-12;07:30:00;False;[];False
24;17;13;Business;2023-05-12;06:00:00;False;[];False
25;1;1;Stay-at-Home;2023-05-12;09:30:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];True
26;8;7;Student;2023-05-12;15:00:00;True;[[11:00:00, 22:00:00]];True
27;2;10;Stay-at-Home;2023-05-12;16:00:00;False;[];False
28;17;2;Senior;2023-05-12;07:00:00;True;[[6:00:00, 17:00:00]];True
29;15;17;Student;2023-05-12;11:00:00;True;[[11:00:00, 22:00:00]];False
30;18;9;Stay-at-Home;2023-05-12;08:00:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];False
31;5;10;Student;2023-05-12;11:30:00;False;[];True
32;16;12;Student;2023-05-12;18:00:00;False;[];True
33;11;9;Student;2023-05-12;15:00:00;True;[[11:00:00, 22:00:00]];False
34;20;8;Business;2023-05-12;07:00:00;False;[];False
35;7;11;Senior;2023-05-12;08:00:00;False;[];True
36;15;17;Business;2023-05-12;21:00:00;False;[];False
37;17;12;Student;2023-05-12;19:30:00;False;[];True
38;1;17;Business;2023-05-12;07:00:00;False;[];False
39;8;5;Senior;2023-05-12;08:00:00;False;[];True
40;5;3;Stay-at-Home;2023-05-12;17:30:00;False;[];False
41;4;4;Business;2023-05-12;21:00:00;False;[];False
42;6;15;Stay-at-Home;2023-05-12;08:00:00;False;[];True
43;10;12;Student;2023-05-12;20:30:00;True;[[11:00:00, 22:00:00]];True
44;20;18;Business;2023-05-12;06:30:00;False;[];False
45;15;13;Student;2023-05-12;19:30:00;False;[];True
46;7;16;Senior;2023-05-12;07:00:00;True;[[6:00:00, 17:00:00]];True
47;18;6;Business;2023-05-12;07:00:00;False;[];False
48;8;16;Stay-at-Home;2023-05-12;09:30:00;False;[];False
49;1;7;Stay-at-Home;2023-05-12;09:30:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];False
50;6;18;Stay-at-Home;2023-05-12;09:00:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];True
51;12;15;Stay-at-Home;2023-05-12;11:30:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];False
52;5;11;Student;2023-05-12;20:00:00;True;[[11:00:00, 22:00:00]];False
53;9;15;Business;2023-05-12;20:00:00;False;[];False
54;3;10;Senior;2023-05-12;08:30:00;False;[];True
55;11;13;Stay-at-Home;2023-05-12;10:00:00;False;[];False
56;16;15;Business;2023-05-12;06:00:00;False;[];False
57;15;9;Stay-at-Home;2023-05-12;11:30:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];True
58;4;12;Business;2023-05-12;06:00:00;False;[];False
59;8;1;Senior;2023-05-12;11:00:00;True;[[6:00:00, 17:00:00]];True
60;3;1;Senior;2023-05-12;12:00:00;True;[[6:00:00, 17:00:00]];True
61;4;13;Business;2023-05-12;07:00:00;False;[];False
62;3;18;Student;2023-05-12;15:30:00;False;[];False
63;3;17;Senior;2023-05-12;13:00:00;False;[];True
64;10;5;Business;2023-05-12;20:00:00;False;[];False
65;3;4;Student;2023-05-12;16:30:00;False;[];True
66;6;13;Senior;2023-05-12;11:30:00;True;[[6:00:00, 17:00:00]];True
67;13;17;Business;2023-05-12;21:00:00;False;[];False
68;14;5;Student;2023-05-12;17:30:00;False;[];False
69;6;5;Business;2023-05-12;21:30:00;False;[];False
70;8;1;Senior;2023-05-12;13:30:00;True;[[6:00:00, 17:00:00]];True
