id;xCoord;yCoord;custType;delDate;delTime;willingToWait;deliveryWindows;priceSens
1;14;4;Stay-at-Home;2023-05-12;17:00:00;False;[];False
2;12;2;Stay-at-Home;2023-05-12;14:00:00;False;[];False
3;8;7;Senior;2023-05-12;10:00:00;True;[[6:00:00, 17:00:00]];True
4;12;16;Student;2023-05-12;20:30:00;False;[];False
5;15;16;Senior;2023-05-12;07:30:00;True;[[6:00:00, 17:00:00]];True
6;9;20;Stay-at-Home;2023-05-12;11:30:00;False;[];False
7;7;4;Senior;2023-05-12;06:00:00;False;[];True
8;17;9;Senior;2023-05-12;11:00:00;False;[];True
9;7;12;Student;2023-05-12;12:30:00;False;[];True
10;20;16;Stay-at-Home;2023-05-12;14:00:00;False;[];True
11;6;18;Stay-at-Home;2023-05-12;09:00:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];False
12;14;2;Student;2023-05-12;15:00:00;True;[[11:00:00, 22:00:00]];False
13;5;9;Stay-at-Home;2023-05-12;11:00:00;False;[];False
14;3;15;Business;2023-05-12;20:30:00;False;[];False
15;17;12;Senior;2023-05-12;13:00:00;True;[[6:00:00, 17:00:00]];True
16;7;13;Student;2023-05-12;21:00:00;False;[];False
17;2;19;Stay-at-Home;2023-05-12;09:00:00;False;[];False
18;1;1;Senior;2023-05-12;12:00:00;False;[];True
19;6;3;Business;2023-05-12;20:00:00;False;[];False
20;13;1;Business;2023-05-12;07:00:00;False;[];False
21;3;1;Stay-at-Home;2023-05-12;15:30:00;False;[];False
22;2;13;Stay-at-Home;2023-05-12;15:30:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];False
23;18;6;Senior;2023-05-12;14:00:00;True;[[6:00:00, 17:00:00]];True
24;5;14;Senior;2023-05-12;07:30:00;False;[];True
25;17;4;Business;2023-05-12;21:30:00;False;[];False
26;8;6;Senior;2023-05-12;06:00:00;False;[];True
27;17;7;Student;2023-05-12;20:00:00;False;[];False
28;14;15;Stay-at-Home;2023-05-12;10:30:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];True
29;14;15;Stay-at-Home;2023-05-12;14:00:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];True
30;12;3;Senior;2023-05-12;10:00:00;False;[];True
31;8;15;Business;2023-05-12;21:30:00;False;[];False
32;13;5;Stay-at-Home;2023-05-12;08:30:00;False;[];True
33;11;10;Senior;2023-05-12;07:00:00;False;[];True
34;2;6;Stay-at-Home;2023-05-12;11:00:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];False
35;7;18;Student;2023-05-12;13:30:00;True;[[11:00:00, 22:00:00]];False
36;20;11;Stay-at-Home;2023-05-12;15:00:00;False;[];False
37;6;5;Student;2023-05-12;20:00:00;False;[];True
38;6;7;Student;2023-05-12;11:30:00;True;[[11:00:00, 22:00:00]];True
39;20;1;Stay-at-Home;2023-05-12;17:00:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];False
40;8;11;Stay-at-Home;2023-05-12;10:00:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];True
41;6;7;Business;2023-05-12;06:30:00;False;[];False
42;20;3;Student;2023-05-12;11:00:00;True;[[11:00:00, 22:00:00]];True
43;14;8;Stay-at-Home;2023-05-12;08:30:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];True
44;11;10;Senior;2023-05-12;06:00:00;True;[[6:00:00, 17:00:00]];True
45;17;12;Student;2023-05-12;14:00:00;True;[[11:00:00, 22:00:00]];True
46;2;3;Stay-at-Home;2023-05-12;11:30:00;False;[];True
47;4;20;Business;2023-05-12;20:00:00;False;[];False
48;17;11;Student;2023-05-12;17:30:00;True;[[11:00:00, 22:00:00]];True
49;3;13;Business;2023-05-12;21:00:00;False;[];False
50;6;7;Business;2023-05-12;06:30:00;False;[];False
51;8;17;Stay-at-Home;2023-05-12;15:30:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];True
52;10;2;Business;2023-05-12;20:30:00;False;[];False
53;4;4;Senior;2023-05-12;11:00:00;True;[[6:00:00, 17:00:00]];True
54;7;7;Stay-at-Home;2023-05-12;08:30:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];True
55;10;20;Business;2023-05-12;06:00:00;False;[];False
56;12;12;Senior;2023-05-12;06:00:00;False;[];True
57;16;7;Stay-at-Home;2023-05-12;10:30:00;False;[];True
58;2;17;Senior;2023-05-12;14:30:00;False;[];True
59;5;7;Senior;2023-05-12;11:00:00;True;[[6:00:00, 17:00:00]];True
60;4;5;Senior;2023-05-12;12:30:00;False;[];True
61;12;1;Senior;2023-05-12;07:00:00;True;[[6:00:00, 17:00:00]];True
62;6;19;Senior;2023-05-12;14:30:00;False;[];True
63;10;8;Stay-at-Home;2023-05-12;09:00:00;False;[];False
64;19;20;Senior;2023-05-12;14:30:00;True;[[6:00:00, 17:00:00]];True
65;14;12;Stay-at-Home;2023-05-12;10:00:00;False;[];True
66;19;20;Student;2023-05-12;17:30:00;True;[[11:00:00, 22:00:00]];False
67;5;3;Student;2023-05-12;20:30:00;True;[[11:00:00, 22:00:00]];False
68;14;20;Business;2023-05-12;07:30:00;False;[];False
69;10;4;Business;2023-05-12;06:30:00;False;[];False
70;1;10;Stay-at-Home;2023-05-12;17:00:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];True
