id;xCoord;yCoord;custType;delDate;delTime;willingToWait;deliveryWindows;priceSens
1;10;16;Stay-at-Home;2023-05-12;09:30:00;False;[];True
2;9;20;Business;2023-05-12;20:30:00;False;[];False
3;4;16;Senior;2023-05-12;14:00:00;True;[[6:00:00, 17:00:00]];True
4;9;15;Senior;2023-05-12;07:00:00;False;[];True
5;3;13;Business;2023-05-12;07:30:00;False;[];False
6;5;20;Student;2023-05-12;16:30:00;True;[[11:00:00, 22:00:00]];False
7;17;7;Business;2023-05-12;07:30:00;False;[];False
8;12;15;Business;2023-05-12;21:30:00;False;[];False
9;9;6;Senior;2023-05-12;14:30:00;True;[[6:00:00, 17:00:00]];True
10;4;19;Senior;2023-05-12;12:30:00;True;[[6:00:00, 17:00:00]];True
11;20;17;Stay-at-Home;2023-05-12;14:00:00;False;[];False
12;16;15;Business;2023-05-12;21:00:00;False;[];False
13;6;7;Business;2023-05-12;06:30:00;False;[];False
14;8;2;Senior;2023-05-12;10:30:00;True;[[6:00:00, 17:00:00]];True
15;6;1;Stay-at-Home;2023-05-12;08:30:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];False
16;1;1;Senior;2023-05-12;12:30:00;False;[];True
17;5;2;Stay-at-Home;2023-05-12;09:00:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];True
18;19;14;Business;2023-05-12;06:00:00;False;[];False
19;2;13;Business;2023-05-12;06:00:00;False;[];False
20;6;16;Stay-at-Home;2023-05-12;16:00:00;False;[];True
21;12;1;Student;2023-05-12;19:30:00;False;[];False
22;1;2;Stay-at-Home;2023-05-12;08:30:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];True
23;7;8;Business;2023-05-12;06:00:00;False;[];False
24;18;9;Student;2023-05-12;21:30:00;True;[[11:00:00, 22:00:00]];True
25;14;12;Stay-at-Home;2023-05-12;16:30:00;False;[];True
26;15;14;Student;2023-05-12;12:30:00;True;[[11:00:00, 22:00:00]];True
27;16;7;Business;2023-05-12;06:30:00;False;[];False
28;8;13;Business;2023-05-12;21:00:00;False;[];False
29;11;1;Senior;2023-05-12;13:00:00;False;[];True
30;16;1;Student;2023-05-12;19:00:00;False;[];True
31;15;11;Student;2023-05-12;15:30:00;True;[[11:00:00, 22:00:00]];False
32;2;14;Senior;2023-05-12;09:00:00;True;[[6:00:00, 17:00:00]];True
33;14;6;Business;2023-05-12;07:30:00;False;[];False
34;18;19;Stay-at-Home;2023-05-12;11:30:00;False;[];True
35;6;15;Stay-at-Home;2023-05-12;10:00:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];False
36;14;9;Business;2023-05-12;06:00:00;False;[];False
37;2;15;Stay-at-Home;2023-05-12;15:30:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];True
38;18;12;Business;2023-05-12;21:30:00;False;[];False
39;2;18;Business;2023-05-12;06:00:00;False;[];False
40;6;13;Senior;2023-05-12;13:30:00;False;[];True
41;12;3;Stay-at-Home;2023-05-12;17:00:00;False;[];True
42;9;15;Stay-at-Home;2023-05-12;17:00:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];False
43;11;4;Student;2023-05-12;16:00:00;True;[[11:00:00, 22:00:00]];True
44;16;20;Student;2023-05-12;19:00:00;True;[[11:00:00, 22:00:00]];True
45;16;5;Senior;2023-05-12;13:30:00;False;[];True
46;16;14;Stay-at-Home;2023-05-12;08:00:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];True
47;2;5;Stay-at-Home;2023-05-12;09:30:00;False;[];False
48;4;8;Business;2023-05-12;06:00:00;False;[];False
49;15;4;Business;2023-05-12;21:00:00;False;[];False
50;20;15;Student;2023-05-12;21:00:00;False;[];False
51;10;12;Senior;2023-05-12;07:30:00;True;[[6:00:00, 17:00:00]];True
52;13;2;Business;2023-05-12;06:00:00;False;[];False
53;19;9;Student;2023-05-12;12:30:00;False;[];True
54;13;15;Stay-at-Home;2023-05-12;16:00:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];False
55;19;14;Stay-at-Home;2023-05-12;08:00:00;False;[];True
56;8;11;Senior;2023-05-12;13:30:00;True;[[6:00:00, 17:00:00]];True
57;18;19;Senior;2023-05-12;09:00:00;True;[[6:00:00, 17:00:00]];True
58;6;20;Student;2023-05-12;13:00:00;False;[];False
59;8;8;Senior;2023-05-12;06:30:00;True;[[6:00:00, 17:00:00]];True
60;16;19;Stay-at-Home;2023-05-12;14:30:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];True
61;10;3;Stay-at-Home;2023-05-12;10:30:00;False;[];True
62;14;8;Business;2023-05-12;06:00:00;False;[];False
63;10;14;Senior;2023-05-12;10:30:00;True;[[6:00:00, 17:00:00]];True
64;1;8;Senior;2023-05-12;13:30:00;False;[];True
65;13;6;Senior;2023-05-12;11:00:00;True;[[6:00:00, 17:00:00]];True
66;18;4;Stay-at-Home;2023-05-12;16:30:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];False
67;6;18;Business;2023-05-12;21:00:00;False;[];False
68;19;17;Business;2023-05-12;06:30:00;False;[];False
69;1;11;Stay-at-Home;2023-05-12;11:30:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];False
70;10;6;Stay-at-Home;2023-05-12;08:00:00;False;[];True
