id;xCoord;yCoord;custType;delDate;delTime;willingToWait;deliveryWindows;priceSens
1;15;17;Student;2023-05-02;16:00:00;False;[];True
2;8;11;Senior;2023-05-02;06:00:00;True;[[6:00:00, 17:00:00]];True
3;5;11;Student;2023-05-02;17:30:00;True;[[11:00:00, 22:00:00]];False
4;2;1;Stay-at-Home;2023-05-02;08:30:00;False;[];True
5;11;16;Business;2023-05-02;06:00:00;False;[];False
6;11;16;Business;2023-05-02;21:30:00;False;[];False
7;3;12;Student;2023-05-02;16:30:00;True;[[11:00:00, 22:00:00]];False
8;17;8;Stay-at-Home;2023-05-02;17:00:00;False;[];False
9;4;11;Stay-at-Home;2023-05-02;08:30:00;False;[];True
10;5;11;Stay-at-Home;2023-05-02;14:30:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];True
11;18;15;Student;2023-05-02;14:30:00;True;[[11:00:00, 22:00:00]];True
12;17;4;Senior;2023-05-02;10:30:00;True;[[6:00:00, 17:00:00]];True
13;9;12;Student;2023-05-02;16:00:00;False;[];False
14;17;17;Stay-at-Home;2023-05-02;15:00:00;False;[];True
15;7;15;Student;2023-05-02;17:30:00;True;[[11:00:00, 22:00:00]];True
16;7;13;Senior;2023-05-02;07:30:00;True;[[6:00:00, 17:00:00]];True
17;6;5;Stay-at-Home;2023-05-02;16:00:00;False;[];True
18;11;10;Senior;2023-05-02;06:30:00;True;[[6:00:00, 17:00:00]];True
19;8;5;Business;2023-05-02;20:30:00;False;[];False
20;6;4;Senior;2023-05-02;12:00:00;True;[[6:00:00, 17:00:00]];True
21;19;5;Stay-at-Home;2023-05-02;16:30:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];True
22;13;15;Business;2023-05-02;20:00:00;False;[];False
23;14;20;Student;2023-05-02;20:00:00;True;[[11:00:00, 22:00:00]];True
24;17;12;Business;2023-05-02;07:30:00;False;[];False
25;11;18;Student;2023-05-02;21:30:00;False;[];False
26;4;19;Business;2023-05-02;21:30:00;False;[];False
27;2;10;Stay-at-Home;2023-05-02;15:30:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];True
28;10;20;Student;2023-05-02;19:00:00;True;[[11:00:00, 22:00:00]];True
29;16;19;Stay-at-Home;2023-05-02;17:00:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];True
30;6;13;Stay-at-Home;2023-05-02;09:30:00;False;[];False
31;18;13;Student;2023-05-02;12:00:00;True;[[11:00:00, 22:00:00]];False
32;14;3;Senior;2023-05-02;08:00:00;True;[[6:00:00, 17:00:00]];True
33;18;12;Business;2023-05-02;07:00:00;False;[];False
34;1;16;Senior;2023-05-02;13:30:00;True;[[6:00:00, 17:00:00]];True
35;7;18;Business;2023-05-02;20:00:00;False;[];False
36;15;4;Stay-at-Home;2023-05-02;14:00:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];True
37;5;5;Senior;2023-05-02;11:00:00;False;[];True
38;12;8;Stay-at-Home;2023-05-02;15:00:00;False;[];True
39;15;12;Student;2023-05-02;21:30:00;False;[];False
40;9;17;Student;2023-05-02;18:30:00;True;[[11:00:00, 22:00:00]];False
41;16;16;Senior;2023-05-02;07:30:00;False;[];True
42;19;9;Student;2023-05-02;16:30:00;True;[[11:00:00, 22:00:00]];True
43;14;16;Student;2023-05-02;20:30:00;False;[];False
44;4;5;Senior;2023-05-02;08:30:00;False;[];True
45;6;14;Senior;2023-05-02;06:30:00;False;[];True
46;12;18;Student;2023-05-02;12:00:00;False;[];True
47;13;1;Stay-at-Home;2023-05-02;16:30:00;False;[];False
48;9;3;Senior;2023-05-02;07:30:00;True;[[6:00:00, 17:00:00]];True
49;17;9;Student;2023-05-02;12:00:00;False;[];False
50;2;2;Student;2023-05-02;21:30:00;True;[[11:00:00, 22:00:00]];True
51;14;8;Student;2023-05-02;20:30:00;True;[[11:00:00, 22:00:00]];True
52;19;17;Senior;2023-05-02;07:30:00;True;[[6:00:00, 17:00:00]];True
53;4;16;Stay-at-Home;2023-05-02;14:00:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];True
54;9;3;Stay-at-Home;2023-05-02;11:30:00;False;[];False
55;15;7;Business;2023-05-02;06:00:00;False;[];False
56;7;3;Senior;2023-05-02;12:30:00;False;[];True
57;2;8;Student;2023-05-02;12:30:00;False;[];False
58;18;7;Senior;2023-05-02;09:00:00;True;[[6:00:00, 17:00:00]];True
59;3;9;Student;2023-05-02;17:30:00;True;[[11:00:00, 22:00:00]];True
60;1;19;Stay-at-Home;2023-05-02;10:30:00;False;[];True
61;9;20;Student;2023-05-02;13:30:00;False;[];False
62;2;13;Business;2023-05-02;06:30:00;False;[];False
63;7;5;Stay-at-Home;2023-05-02;17:00:00;False;[];False
64;12;13;Stay-at-Home;2023-05-02;10:30:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];False
65;8;2;Student;2023-05-02;17:00:00;True;[[11:00:00, 22:00:00]];True
66;18;1;Business;2023-05-02;21:30:00;False;[];False
67;10;18;Senior;2023-05-02;12:30:00;True;[[6:00:00, 17:00:00]];True
68;13;9;Student;2023-05-02;19:00:00;True;[[11:00:00, 22:00:00]];False
69;10;6;Student;2023-05-02;14:30:00;False;[];False
70;1;18;Senior;2023-05-02;11:00:00;False;[];True
