CustomerId;Xcoord;Ycoord;CustomerType;SatisfactionStatus;ReasonForSatisfaction;PreferredTimeSlot;WillingnessToChangeTS;TimeslotId;TimeslotStart;TimeslotEnd;OrderPrice
1;13;17;Student;Satisfied;Cheapest possible Slot;11:00:00;True;11;11:00:00;11:30:00;normal
2;17;17;Senior;Satisfied;Cheapest possible Slot;07:00:00;True;3;07:00:00;07:30:00;normal
3;16;19;Stay-at-Home;Satisfied;Suitable Slot;10:30:00;True;10;10:30:00;11:00:00;normal
4;12;8;Stay-at-Home;Satisfied;Cheapest possible Slot;15:00:00;True;19;15:00:00;15:30:00;normal
5;13;9;Business;Satisfied;Suitable Slot;06:30:00;True;2;06:30:00;07:00:00;normal
6;14;18;Stay-at-Home;Satisfied;Cheapest possible Slot;11:30:00;True;12;11:30:00;12:00:00;cheap
7;11;12;Business;Satisfied;Suitable Slot;20:00:00;True;29;20:00:00;20:30:00;expensive
8;11;4;Stay-at-Home;Satisfied;Suitable Slot;11:30:00;True;9;10:00:00;10:30:00;normal
9;9;19;Senior;Satisfied;Cheapest possible Slot;06:00:00;True;1;06:00:00;06:30:00;normal
10;12;13;Business;Satisfied;Suitable Slot;21:00:00;True;31;21:00:00;21:30:00;expensive
11;20;17;Business;Satisfied;Suitable Slot;20:30:00;True;30;20:30:00;21:00:00;normal
12;7;12;Student;Satisfied;Suitable Slot;13:00:00;True;15;13:00:00;13:30:00;normal
13;2;1;Stay-at-Home;Satisfied;Cheapest possible Slot;15:00:00;True;18;14:30:00;15:00:00;normal
14;10;16;Student;Satisfied;Cheapest possible Slot;11:00:00;True;13;12:00:00;12:30:00;normal
15;18;19;Student;Satisfied;Cheapest possible Slot;12:30:00;True;14;12:30:00;13:00:00;normal
16;5;18;Senior;Satisfied;Cheapest possible Slot;11:30:00;True;8;09:30:00;10:00:00;normal
17;5;6;Senior;Satisfied;Cheapest possible Slot;06:00:00;True;4;07:30:00;08:00:00;normal
18;14;15;Student;Satisfied;Cheapest possible Slot;20:00:00;True;28;19:30:00;20:00:00;normal
19;16;9;Business;Satisfied;Suitable Slot;20:00:00;True;32;21:30:00;22:00:00;expensive
20;10;2;Business;Very Dissatisfied;Willing to change, but no Slot available;07:30:00;True;;;;
21;3;5;Student;Satisfied;Suitable Slot;13:30:00;True;16;13:30:00;14:00:00;normal
22;13;8;Student;Satisfied;Suitable Slot;16:30:00;True;22;16:30:00;17:00:00;normal
23;2;18;Student;Satisfied;Suitable Slot;13:00:00;True;17;14:00:00;14:30:00;normal
24;5;15;Stay-at-Home;Satisfied;Suitable Slot;16:30:00;True;21;16:00:00;16:30:00;normal
25;16;16;Business;Satisfied;Suitable Slot;07:30:00;True;3;07:00:00;07:30:00;cheap
26;8;3;Senior;Satisfied;Cheapest possible Slot;11:30:00;True;7;09:00:00;09:30:00;normal
27;17;16;Business;Very Dissatisfied;Willing to change, but no Slot available;21:00:00;True;;;;
28;13;1;Student;Satisfied;Cheapest possible Slot;14:00:00;True;20;15:30:00;16:00:00;normal
29;10;2;Stay-at-Home;Satisfied;Suitable Slot;11:30:00;True;23;17:00:00;17:30:00;normal
30;8;18;Business;Satisfied;Suitable Slot;06:00:00;True;1;06:00:00;06:30:00;cheap
31;9;1;Senior;Satisfied;Cheapest possible Slot;11:30:00;True;6;08:30:00;09:00:00;normal
32;3;1;Student;Satisfied;Cheapest possible Slot;18:30:00;True;18;14:30:00;15:00:00;cheap
33;3;2;Student;Satisfied;Suitable Slot;21:00:00;True;27;19:00:00;19:30:00;normal
34;16;6;Business;Very Dissatisfied;Willing to change, but no Slot available;07:30:00;True;;;;
35;18;16;Stay-at-Home;Satisfied;Cheapest possible Slot;08:00:00;True;24;17:30:00;18:00:00;normal
36;11;7;Student;Satisfied;Cheapest possible Slot;20:00:00;True;19;15:00:00;15:30:00;cheap
37;13;10;Student;Satisfied;Cheapest possible Slot;15:30:00;True;22;16:30:00;17:00:00;cheap
