CustomerId;Xcoord;Ycoord;CustomerType;SatisfactionStatus;ReasonForSatisfaction;PreferredTimeSlot;WillingnessToChangeTS;TimeslotId;TimeslotStart;TimeslotEnd;OrderPrice
1;14;4;Stay-at-Home;Satisfied;Suitable Slot;17:00:00;True;23;17:00:00;17:30:00;normal
2;12;2;Stay-at-Home;Satisfied;Suitable Slot;14:00:00;True;17;14:00:00;14:30:00;normal
3;8;7;Senior;Satisfied;Cheapest possible Slot;10:00:00;True;9;10:00:00;10:30:00;normal
4;12;16;Student;Satisfied;Suitable Slot;20:30:00;True;30;20:30:00;21:00:00;expensive
5;15;16;Senior;Satisfied;Cheapest possible Slot;07:30:00;True;4;07:30:00;08:00:00;normal
6;9;20;Stay-at-Home;Satisfied;Suitable Slot;11:30:00;True;12;11:30:00;12:00:00;normal
7;7;4;Senior;Satisfied;Cheapest possible Slot;06:00:00;True;1;06:00:00;06:30:00;normal
8;17;9;Senior;Satisfied;Cheapest possible Slot;11:00:00;True;11;11:00:00;11:30:00;normal
9;7;12;Student;Satisfied;Cheapest possible Slot;12:30:00;True;14;12:30:00;13:00:00;normal
10;20;16;Stay-at-Home;Satisfied;Cheapest possible Slot;14:00:00;True;18;14:30:00;15:00:00;normal
11;6;18;Stay-at-Home;Satisfied;Suitable Slot;09:00:00;True;7;09:00:00;09:30:00;normal
12;14;2;Student;Satisfied;Suitable Slot;15:00:00;True;19;15:00:00;15:30:00;normal
13;5;9;Stay-at-Home;Satisfied;Suitable Slot;11:00:00;True;10;10:30:00;11:00:00;normal
14;3;15;Business;Satisfied;Suitable Slot;20:30:00;True;29;20:00:00;20:30:00;expensive
15;17;12;Senior;Satisfied;Cheapest possible Slot;13:00:00;True;15;13:00:00;13:30:00;normal
16;7;13;Student;Satisfied;Suitable Slot;21:00:00;True;31;21:00:00;21:30:00;expensive
17;2;19;Stay-at-Home;Satisfied;Suitable Slot;09:00:00;True;8;09:30:00;10:00:00;normal
18;1;1;Senior;Satisfied;Cheapest possible Slot;12:00:00;True;13;12:00:00;12:30:00;normal
19;6;3;Business;Satisfied;Suitable Slot;20:00:00;True;32;21:30:00;22:00:00;expensive
20;13;1;Business;Satisfied;Suitable Slot;07:00:00;True;3;07:00:00;07:30:00;normal
21;3;1;Stay-at-Home;Satisfied;Suitable Slot;15:30:00;True;20;15:30:00;16:00:00;normal
22;2;13;Stay-at-Home;Satisfied;Suitable Slot;15:30:00;True;21;16:00:00;16:30:00;normal
23;18;6;Senior;Satisfied;Cheapest possible Slot;14:00:00;True;16;13:30:00;14:00:00;normal
24;5;14;Senior;Satisfied;Cheapest possible Slot;07:30:00;True;5;08:00:00;08:30:00;normal
25;17;4;Business;Satisfied;Suitable Slot;21:30:00;True;2;06:30:00;07:00:00;normal
26;8;6;Senior;Satisfied;Cheapest possible Slot;06:00:00;True;6;08:30:00;09:00:00;normal
27;17;7;Student;Satisfied;Suitable Slot;20:00:00;True;28;19:30:00;20:00:00;normal
28;14;15;Stay-at-Home;Satisfied;Cheapest possible Slot;10:30:00;True;22;16:30:00;17:00:00;normal
29;14;15;Stay-at-Home;Satisfied;Cheapest possible Slot;14:00:00;True;22;16:30:00;17:00:00;cheap
30;12;3;Senior;Satisfied;Cheapest possible Slot;10:00:00;True;17;14:00:00;14:30:00;cheap
31;8;15;Business;Very Dissatisfied;Willing to change, but no Slot available;21:30:00;True;;;;
32;13;5;Stay-at-Home;Satisfied;Cheapest possible Slot;08:30:00;True;23;17:00:00;17:30:00;cheap
33;11;10;Senior;Very Dissatisfied;No Cheap Slot, but customer was willing to change;07:00:00;True;;;;
34;2;6;Stay-at-Home;Satisfied;Suitable Slot;11:00:00;True;24;17:30:00;18:00:00;normal
35;7;18;Student;Satisfied;Suitable Slot;13:30:00;True;25;18:00:00;18:30:00;normal
36;20;11;Stay-at-Home;Very Dissatisfied;Willing to change, but no Slot available;15:00:00;True;;;;
37;6;5;Student;Satisfied;Cheapest possible Slot;20:00:00;True;27;19:00:00;19:30:00;normal
38;6;7;Student;Satisfied;Cheapest possible Slot;11:30:00;True;26;18:30:00;19:00:00;cheap
39;20;1;Stay-at-Home;Very Dissatisfied;Willing to change, but no Slot available;17:00:00;True;;;;
40;8;11;Stay-at-Home;Very Dissatisfied;No Cheap Slot, but customer was willing to change;10:00:00;True;;;;
41;6;7;Business;Very Dissatisfied;Willing to change, but no Slot available;06:30:00;True;;;;
42;20;3;Student;Very Dissatisfied;No Cheap Slot, but customer was willing to change;11:00:00;True;;;;
43;14;8;Stay-at-Home;Very Dissatisfied;No Cheap Slot, but customer was willing to change;08:30:00;True;;;;
44;11;10;Senior;Very Dissatisfied;No Cheap Slot, but customer was willing to change;06:00:00;True;;;;
45;17;12;Student;Satisfied;Cheapest possible Slot;14:00:00;True;15;13:00:00;13:30:00;cheap
46;2;3;Stay-at-Home;Very Dissatisfied;No Cheap Slot, but customer was willing to change;11:30:00;True;;;;
47;4;20;Business;Very Dissatisfied;Willing to change, but no Slot available;20:00:00;True;;;;
48;17;11;Student;Satisfied;Cheapest possible Slot;17:30:00;True;11;11:00:00;11:30:00;cheap
49;3;13;Business;Satisfied;Suitable Slot;21:00:00;True;29;20:00:00;20:30:00;cheap
50;6;7;Business;Very Dissatisfied;Willing to change, but no Slot available;06:30:00;True;;;;
51;8;17;Stay-at-Home;Very Dissatisfied;No Cheap Slot, but customer was willing to change;15:30:00;True;;;;
52;10;2;Business;Very Dissatisfied;Willing to change, but no Slot available;20:30:00;True;;;;
53;4;4;Senior;Very Dissatisfied;No Cheap Slot, but customer was willing to change;11:00:00;True;;;;
54;7;7;Stay-at-Home;Satisfied;Cheapest possible Slot;08:30:00;True;9;10:00:00;10:30:00;cheap
55;10;20;Business;Very Dissatisfied;Willing to change, but no Slot available;06:00:00;True;;;;
56;12;12;Senior;Very Dissatisfied;No Cheap Slot, but customer was willing to change;06:00:00;True;;;;
