CustomerId;Xcoord;Ycoord;CustomerType;SatisfactionStatus;ReasonForSatisfaction;PreferredTimeSlot;WillingnessToChangeTS;TimeslotId;TimeslotStart;TimeslotEnd;OrderPrice
1;15;5;Stay-at-Home;Very Satisfied;Preferred Slot;10:30:00;False;10;10:30:00;11:00:00;normal
2;17;12;Business;Very Satisfied;Preferred Slot;06:00:00;False;1;06:00:00;06:30:00;normal
3;1;2;Senior;Satisfied;Preferred cheapest Slot;12:30:00;True;14;12:30:00;13:00:00;normal
4;12;19;Stay-at-Home;Very Satisfied;Preferred Slot;14:00:00;True;17;14:00:00;14:30:00;normal
5;3;20;Stay-at-Home;Satisfied;Preferred cheapest Slot;09:30:00;True;8;09:30:00;10:00:00;normal
6;3;14;Senior;Dissatisfied;Not willing to change and canceled order;06:00:00;False;;;;
7;10;6;Business;Very Satisfied;Preferred Slot;20:30:00;False;30;20:30:00;21:00:00;expensive
8;11;14;Student;Very Satisfied;Preferred Slot;16:30:00;False;22;16:30:00;17:00:00;normal
9;3;5;Business;Very Satisfied;Preferred Slot;06:30:00;False;2;06:30:00;07:00:00;normal
10;8;10;Business;Very Satisfied;Preferred Slot;07:00:00;False;3;07:00:00;07:30:00;normal
11;2;18;Business;Very Satisfied;Preferred Slot;07:30:00;False;4;07:30:00;08:00:00;normal
12;10;19;Stay-at-Home;Very Satisfied;Preferred Slot;08:00:00;True;5;08:00:00;08:30:00;normal
13;15;5;Business;Very Satisfied;Preferred Slot;20:00:00;False;29;20:00:00;20:30:00;expensive
14;5;7;Student;Satisfied;Preferred cheapest Slot;18:30:00;False;26;18:30:00;19:00:00;normal
15;4;6;Senior;Satisfied;Preferred cheapest Slot;08:30:00;False;6;08:30:00;09:00:00;normal
16;3;20;Business;Dissatisfied;Not willing to change and canceled order;20:00:00;False;;;;
17;17;14;Senior;Satisfied;Preferred cheapest Slot;11:30:00;True;12;11:30:00;12:00:00;normal
18;12;18;Student;Very Satisfied;Preferred Slot;14:30:00;True;18;14:30:00;15:00:00;normal
19;18;13;Stay-at-Home;Very Satisfied;Preferred Slot;17:00:00;True;23;17:00:00;17:30:00;normal
20;4;17;Business;Dissatisfied;Not willing to change and canceled order;20:00:00;False;;;;
21;7;6;Business;Dissatisfied;Not willing to change and canceled order;20:00:00;False;;;;
22;11;2;Student;Satisfied;Suitable slot;18:30:00;True;25;18:00:00;18:30:00;normal
23;19;18;Business;Dissatisfied;Not willing to change and canceled order;07:30:00;False;;;;
24;17;13;Business;Dissatisfied;Not willing to change and canceled order;06:00:00;False;;;;
25;1;1;Stay-at-Home;Satisfied;Cheapest possible Slot;09:30:00;True;7;09:00:00;09:30:00;normal
26;8;7;Student;Satisfied;Preferred cheapest Slot;15:00:00;True;19;15:00:00;15:30:00;normal
27;2;10;Stay-at-Home;Very Satisfied;Preferred Slot;16:00:00;False;21;16:00:00;16:30:00;normal
28;17;2;Senior;Satisfied;Cheapest possible Slot;07:00:00;True;9;10:00:00;10:30:00;normal
29;15;17;Student;Very Satisfied;Preferred Slot;11:00:00;True;11;11:00:00;11:30:00;normal
30;18;9;Stay-at-Home;Satisfied;Suitable slot;08:00:00;True;20;15:30:00;16:00:00;normal
31;5;10;Student;Dissatisfied;Not willing to change and canceled order;11:30:00;False;;;;
32;16;12;Student;Dissatisfied;Not willing to change and canceled order;18:00:00;False;;;;
33;11;9;Student;Satisfied;Suitable slot;15:00:00;True;16;13:30:00;14:00:00;normal
34;20;8;Business;Dissatisfied;Not willing to change and canceled order;07:00:00;False;;;;
35;7;11;Senior;Dissatisfied;Not willing to change and canceled order;08:00:00;False;;;;
36;15;17;Business;Very Satisfied;Preferred Slot;21:00:00;False;31;21:00:00;21:30:00;expensive
