CustomerId;Xcoord;Ycoord;CustomerType;SatisfactionStatus;ReasonForSatisfaction;PreferredTimeSlot;WillingnessToChangeTS;TimeslotId;TimeslotStart;TimeslotEnd;OrderPrice
1;10;14;Student;Very Satisfied;Preferred Slot;13:30:00;False;16;13:30:00;14:00:00;normal
2;2;11;Stay-at-Home;Very Satisfied;Preferred cheapest Slot;10:00:00;False;9;10:00:00;10:30:00;normal
3;9;18;Business;Very Satisfied;Preferred Slot;20:30:00;False;30;20:30:00;21:00:00;expensive
4;13;15;Business;Very Satisfied;Preferred Slot;07:00:00;False;3;07:00:00;07:30:00;normal
5;17;15;Student;Very Satisfied;Preferred cheapest Slot;18:30:00;True;26;18:30:00;19:00:00;normal
6;4;5;Senior;Very Satisfied;Preferred cheapest Slot;11:00:00;False;11;11:00:00;11:30:00;normal
7;18;16;Student;Very Satisfied;Preferred cheapest Slot;15:30:00;True;20;15:30:00;16:00:00;normal
8;12;2;Senior;Very Satisfied;Preferred cheapest Slot;12:30:00;True;14;12:30:00;13:00:00;normal
9;7;15;Student;Dissatisfied;Not willing to change and canceled order;18:30:00;False;;;;
10;7;2;Stay-at-Home;Very Satisfied;Preferred Slot;17:00:00;True;23;17:00:00;17:30:00;normal
11;5;11;Stay-at-Home;Satisfied;Cheapest possible Slot;15:30:00;True;19;15:00:00;15:30:00;normal
12;4;7;Stay-at-Home;Satisfied;Cheapest possible Slot;10:00:00;True;8;09:30:00;10:00:00;normal
13;2;17;Stay-at-Home;Very Satisfied;Preferred cheapest Slot;14:00:00;False;17;14:00:00;14:30:00;normal
14;4;3;Stay-at-Home;Very Satisfied;Preferred Slot;17:30:00;False;24;17:30:00;18:00:00;normal
15;19;18;Stay-at-Home;Very Satisfied;Preferred Slot;08:30:00;True;6;08:30:00;09:00:00;normal
16;9;11;Student;Very Satisfied;Preferred Slot;21:30:00;True;32;21:30:00;22:00:00;expensive
17;3;16;Stay-at-Home;Dissatisfied;Not willing to change and canceled order;08:30:00;False;;;;
18;8;18;Business;Very Satisfied;Preferred Slot;20:30:00;False;30;20:30:00;21:00:00;cheap
19;4;1;Business;Very Satisfied;Preferred Slot;21:00:00;False;31;21:00:00;21:30:00;normal
20;13;18;Senior;Satisfied;Cheapest possible Slot;11:00:00;True;10;10:30:00;11:00:00;normal
21;19;2;Stay-at-Home;Satisfied;Suitable Slot;15:30:00;True;21;16:00:00;16:30:00;normal
22;16;4;Stay-at-Home;Dissatisfied;Not willing to change and canceled order;10:00:00;False;;;;
23;11;19;Senior;Very Satisfied;Preferred cheapest Slot;06:30:00;False;2;06:30:00;07:00:00;normal
24;5;17;Senior;Satisfied;Cheapest possible Slot;09:30:00;True;7;09:00:00;09:30:00;normal
25;17;4;Business;Dissatisfied;Not willing to change and canceled order;20:30:00;False;;;;
26;7;12;Senior;Satisfied;Cheapest possible Slot;09:30:00;True;5;08:00:00;08:30:00;normal
27;14;7;Business;Dissatisfied;Not willing to change and canceled order;20:30:00;False;;;;
28;15;3;Student;Very Satisfied;Preferred Slot;12:00:00;True;13;12:00:00;12:30:00;normal
29;4;7;Stay-at-Home;Satisfied;Suitable Slot;17:30:00;True;22;16:30:00;17:00:00;normal
30;2;10;Business;Dissatisfied;Not willing to change and canceled order;06:30:00;False;;;;
31;12;16;Business;Very Satisfied;Preferred Slot;07:00:00;False;3;07:00:00;07:30:00;cheap
32;15;4;Senior;Very Satisfied;Preferred cheap Slot;12:00:00;True;13;12:00:00;12:30:00;cheap
33;12;17;Senior;Satisfied;Cheapest possible Slot;11:00:00;True;10;10:30:00;11:00:00;cheap
34;13;8;Stay-at-Home;Very Satisfied;Preferred Slot;14:30:00;False;18;14:30:00;15:00:00;normal
35;19;9;Student;Satisfied;Cheapest possible Slot;12:00:00;True;12;11:30:00;12:00:00;normal
36;3;14;Stay-at-Home;Very Dissatisfied;No Cheap Slot, but customer was willing to change;16:30:00;True;;;;
37;2;9;Business;Very Satisfied;Preferred Slot;07:30:00;False;4;07:30:00;08:00:00;normal
38;13;19;Senior;Dissatisfied;Not willing to change and canceled order;10:30:00;False;;;;
39;4;13;Stay-at-Home;Very Dissatisfied;Willing to change, but no Slot available;09:30:00;True;;;;
40;5;17;Student;Dissatisfied;Not willing to change and canceled order;17:30:00;False;;;;
41;15;1;Senior;Dissatisfied;Not willing to change and canceled order;14:00:00;False;;;;
42;18;4;Business;Dissatisfied;Not willing to change and canceled order;20:30:00;False;;;;
43;14;9;Stay-at-Home;Satisfied;Suitable Slot;14:00:00;True;18;14:30:00;15:00:00;cheap
44;14;11;Student;Very Satisfied;Preferred Slot;19:30:00;False;28;19:30:00;20:00:00;normal
45;15;15;Business;Dissatisfied;Not willing to change and canceled order;20:30:00;False;;;;
46;3;13;Student;Satisfied;Suitable Slot;21:30:00;True;29;20:00:00;20:30:00;normal
