CustomerId;Xcoord;Ycoord;CustomerType;SatisfactionStatus;ReasonForSatisfaction;PreferredTimeSlot;WillingnessToChangeTS;TimeslotId;TimeslotStart;TimeslotEnd;OrderPrice
1;4;8;Business;Very Satisfied;Suitable Slot;06:30:00;True;2;06:30:00;07:00:00;normal
2;14;16;Senior;Satisfied;Cheapest possible Slot;09:30:00;True;8;09:30:00;10:00:00;normal
3;18;15;Business;Very Satisfied;Suitable Slot;06:00:00;True;1;06:00:00;06:30:00;normal
4;18;8;Business;Very Satisfied;Suitable Slot;20:00:00;True;29;20:00:00;20:30:00;expensive
5;5;19;Stay-at-Home;Very Satisfied;Suitable Slot;17:00:00;True;23;17:00:00;17:30:00;normal
6;18;13;Business;Very Satisfied;Suitable Slot;07:30:00;True;4;07:30:00;08:00:00;normal
7;14;13;Senior;Satisfied;Cheapest possible Slot;13:00:00;True;15;13:00:00;13:30:00;normal
8;2;8;Stay-at-Home;Satisfied;Cheapest possible Slot;11:00:00;True;11;11:00:00;11:30:00;normal
9;11;9;Student;Satisfied;Cheapest possible Slot;14:00:00;True;17;14:00:00;14:30:00;normal
10;2;19;Senior;Satisfied;Cheapest possible Slot;06:30:00;True;3;07:00:00;07:30:00;normal
11;8;17;Student;Satisfied;Cheapest possible Slot;11:30:00;True;12;11:30:00;12:00:00;normal
12;14;7;Stay-at-Home;Satisfied;Cheapest possible Slot;09:30:00;True;7;09:00:00;09:30:00;normal
13;1;8;Stay-at-Home;Very Satisfied;Suitable Slot;08:00:00;True;9;10:00:00;10:30:00;normal
14;18;18;Senior;Satisfied;Cheapest possible Slot;08:00:00;True;5;08:00:00;08:30:00;normal
15;10;6;Business;Very Satisfied;Suitable Slot;06:30:00;True;30;20:30:00;21:00:00;expensive
16;9;17;Business;Very Satisfied;Suitable Slot;20:00:00;True;31;21:00:00;21:30:00;expensive
17;3;1;Senior;Satisfied;Cheapest possible Slot;11:30:00;True;13;12:00:00;12:30:00;normal
18;12;4;Business;Very Satisfied;Suitable Slot;20:30:00;True;32;21:30:00;22:00:00;expensive
19;10;6;Business;Very Satisfied;Suitable Slot;21:00:00;True;30;20:30:00;21:00:00;cheap
20;19;7;Business;Very Satisfied;Suitable Slot;21:00:00;True;29;20:00:00;20:30:00;cheap
21;5;11;Student;Satisfied;Cheapest possible Slot;17:30:00;True;24;17:30:00;18:00:00;normal
22;17;15;Senior;Satisfied;Cheapest possible Slot;12:00:00;True;1;06:00:00;06:30:00;cheap
23;9;6;Student;Very Satisfied;Suitable Slot;15:00:00;True;19;15:00:00;15:30:00;normal
24;20;18;Stay-at-Home;Very Satisfied;Suitable Slot;16:00:00;True;21;16:00:00;16:30:00;normal
25;16;11;Business;Very Dissatisfied;Willing to change, but no Slot available;21:30:00;True;;;;
26;19;16;Senior;Satisfied;Cheapest possible Slot;14:00:00;True;16;13:30:00;14:00:00;normal
27;10;13;Student;Very Satisfied;Suitable Slot;18:30:00;True;26;18:30:00;19:00:00;normal
28;2;2;Business;Very Dissatisfied;Willing to change, but no Slot available;06:00:00;True;;;;
29;17;12;Student;Very Satisfied;Suitable Slot;16:30:00;True;22;16:30:00;17:00:00;normal
30;20;16;Business;Very Dissatisfied;Willing to change, but no Slot available;21:30:00;True;;;;
