CustomerId;Xcoord;Ycoord;CustomerType;SatisfactionStatus;ReasonForSatisfaction;PreferredTimeSlot;WillingnessToChangeTS;TimeslotId;TimeslotStart;TimeslotEnd;OrderPrice
1;10;16;Stay-at-Home;Very Satisfied;Preferred cheapest Slot;09:30:00;False;8;09:30:00;10:00:00;normal
2;9;20;Business;Very Satisfied;Preferred Slot;20:30:00;False;30;20:30:00;21:00:00;expensive
3;4;16;Senior;Very Satisfied;Preferred cheapest Slot;14:00:00;True;17;14:00:00;14:30:00;normal
4;9;15;Senior;Very Satisfied;Preferred cheapest Slot;07:00:00;False;3;07:00:00;07:30:00;normal
5;3;13;Business;Very Satisfied;Preferred Slot;07:30:00;False;4;07:30:00;08:00:00;normal
6;5;20;Student;Very Satisfied;Preferred Slot;16:30:00;True;22;16:30:00;17:00:00;normal
7;17;7;Business;Dissatisfied;Not willing to change and canceled order;07:30:00;False;;;;
8;12;15;Business;Very Satisfied;Preferred Slot;21:30:00;False;32;21:30:00;22:00:00;expensive
9;9;6;Senior;Very Satisfied;Preferred cheapest Slot;14:30:00;True;18;14:30:00;15:00:00;normal
10;4;19;Senior;Very Satisfied;Preferred cheapest Slot;12:30:00;True;14;12:30:00;13:00:00;normal
11;20;17;Stay-at-Home;Dissatisfied;Not willing to change and canceled order;14:00:00;False;;;;
12;16;15;Business;Very Satisfied;Preferred Slot;21:00:00;False;31;21:00:00;21:30:00;expensive
13;6;7;Business;Very Satisfied;Preferred Slot;06:30:00;False;2;06:30:00;07:00:00;normal
14;8;2;Senior;Very Satisfied;Preferred cheapest Slot;10:30:00;True;10;10:30:00;11:00:00;normal
15;6;1;Stay-at-Home;Very Satisfied;Preferred Slot;08:30:00;True;6;08:30:00;09:00:00;normal
16;1;1;Senior;Dissatisfied;Not willing to change and canceled order;12:30:00;False;;;;
17;5;2;Stay-at-Home;Very Satisfied;Preferred cheap Slot;09:00:00;True;7;09:00:00;09:30:00;cheap
18;19;14;Business;Very Satisfied;Preferred Slot;06:00:00;False;1;06:00:00;06:30:00;normal
19;2;13;Business;Dissatisfied;Not willing to change and canceled order;06:00:00;False;;;;
20;6;16;Stay-at-Home;Very Satisfied;Preferred cheapest Slot;16:00:00;False;21;16:00:00;16:30:00;normal
21;12;1;Student;Very Satisfied;Preferred Slot;19:30:00;False;28;19:30:00;20:00:00;normal
22;1;2;Stay-at-Home;Dissatisfied;Not willing to change and canceled order;08:30:00;True;;;;
