id;xCoord;yCoord;custType;delDate;delTime;willingToWait;deliveryWindows;priceSens
1;8;20;Business;2023-05-02;20:30:00;True;[[6:00:00, 08:00:00], [20:00:00, 22:00:00]];False
2;16;1;Stay-at-Home;2023-05-02;10:00:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];False
3;8;10;Student;2023-05-02;21:30:00;True;[[11:00:00, 22:00:00]];False
4;8;2;Business;2023-05-02;06:30:00;True;[[6:00:00, 08:00:00], [20:00:00, 22:00:00]];False
5;1;8;Senior;2023-05-02;13:00:00;True;[[6:00:00, 17:00:00]];True
6;20;2;Business;2023-05-02;21:00:00;True;[[6:00:00, 08:00:00], [20:00:00, 22:00:00]];False
7;16;2;Student;2023-05-02;18:30:00;True;[[11:00:00, 22:00:00]];False
8;13;12;Business;2023-05-02;20:30:00;True;[[6:00:00, 08:00:00], [20:00:00, 22:00:00]];False
9;1;14;Stay-at-Home;2023-05-02;11:00:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];True
10;8;10;Stay-at-Home;2023-05-02;14:30:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];False
11;18;9;Senior;2023-05-02;09:00:00;True;[[6:00:00, 17:00:00]];True
12;17;19;Business;2023-05-02;20:00:00;True;[[6:00:00, 08:00:00], [20:00:00, 22:00:00]];False
13;7;13;Student;2023-05-02;15:00:00;True;[[11:00:00, 22:00:00]];True
14;6;20;Senior;2023-05-02;13:00:00;True;[[6:00:00, 17:00:00]];True
15;9;11;Student;2023-05-02;21:30:00;True;[[11:00:00, 22:00:00]];False
16;3;6;Senior;2023-05-02;10:30:00;True;[[6:00:00, 17:00:00]];True
17;3;18;Stay-at-Home;2023-05-02;15:30:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];False
18;2;14;Business;2023-05-02;20:00:00;True;[[6:00:00, 08:00:00], [20:00:00, 22:00:00]];False
19;5;20;Business;2023-05-02;21:30:00;True;[[6:00:00, 08:00:00], [20:00:00, 22:00:00]];False
20;13;18;Stay-at-Home;2023-05-02;08:00:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];False
21;5;5;Business;2023-05-02;20:30:00;True;[[6:00:00, 08:00:00], [20:00:00, 22:00:00]];False
22;2;19;Student;2023-05-02;20:00:00;True;[[11:00:00, 22:00:00]];True
23;1;19;Student;2023-05-02;13:00:00;True;[[11:00:00, 22:00:00]];False
24;12;19;Senior;2023-05-02;10:30:00;True;[[6:00:00, 17:00:00]];True
25;15;8;Business;2023-05-02;07:00:00;True;[[6:00:00, 08:00:00], [20:00:00, 22:00:00]];False
26;5;14;Business;2023-05-02;07:00:00;True;[[6:00:00, 08:00:00], [20:00:00, 22:00:00]];False
27;13;9;Business;2023-05-02;21:00:00;True;[[6:00:00, 08:00:00], [20:00:00, 22:00:00]];False
28;7;11;Stay-at-Home;2023-05-02;10:30:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];False
29;11;12;Senior;2023-05-02;10:30:00;True;[[6:00:00, 17:00:00]];True
30;15;14;Senior;2023-05-02;13:00:00;True;[[6:00:00, 17:00:00]];True
31;11;19;Stay-at-Home;2023-05-02;08:00:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];True
32;13;16;Student;2023-05-02;21:30:00;True;[[11:00:00, 22:00:00]];True
33;2;5;Senior;2023-05-02;13:00:00;True;[[6:00:00, 17:00:00]];True
34;1;17;Student;2023-05-02;18:00:00;True;[[11:00:00, 22:00:00]];True
35;16;17;Stay-at-Home;2023-05-02;16:30:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];True
36;13;8;Student;2023-05-02;12:00:00;True;[[11:00:00, 22:00:00]];False
37;7;18;Student;2023-05-02;17:00:00;True;[[11:00:00, 22:00:00]];False
38;14;5;Business;2023-05-02;20:00:00;True;[[6:00:00, 08:00:00], [20:00:00, 22:00:00]];False
39;5;19;Senior;2023-05-02;10:30:00;True;[[6:00:00, 17:00:00]];True
40;16;20;Senior;2023-05-02;12:30:00;True;[[6:00:00, 17:00:00]];True
41;2;7;Stay-at-Home;2023-05-02;11:30:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];True
42;14;19;Senior;2023-05-02;10:00:00;True;[[6:00:00, 17:00:00]];True
43;15;17;Business;2023-05-02;06:00:00;True;[[6:00:00, 08:00:00], [20:00:00, 22:00:00]];False
44;19;8;Senior;2023-05-02;14:30:00;True;[[6:00:00, 17:00:00]];True
